id,region,resp,__time__
GLYNDJTVAWSC,1250,"infoList:<PlanID:7 HeroUidList:""FHND9NKSQFC"" HeroUidList:""FHND6KQ39SC"" HeroUidList:""FHNDJ98XUYF"" HeroUidList:""FHND502KSUC"" HeroUidList:""FHNDZ9HZ8NC"" WallSkillList:6020 WallSkillList:6010 WallSkillList:6012 > infoList:<PlanID:10 HeroUidList:""FHNDH29Z83F"" HeroUidList:""FHND5S2UXPC"" HeroUidList:""FHND5EV4XPC"" HeroUidList:""FHNDARQ7LOFG"" HeroUidList:""FHND5T5WGCD"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:11 HeroUidList:""FHNDHR5IFDC"" HeroUidList:""FHNDJUR6P3F"" HeroUidList:""FHND5NPCMSR"" HeroUidList:""FHND5YGLDZC"" HeroUidList:""FHNDH29Z83F"" heroList:<HeroUid:""FHNDHR5IFDC"" HeroID:33 Star:11 Grade:0 Level:1 Seat:1 Force:2688892591 Attributes:<Type:130 Value:0.02 > Attributes:<Type:120 Value:0.03 > Attributes:<Type:105 Value:0.02 > Attributes:<Type:118 Value:0 > Attributes:<Type:116 Value:0.095 > Attributes:<Type:1 Value:1.330504127419982e+09 > Attributes:<Type:115 Value:0.05 > Attributes:<Type:123 Value:0.027999999999999997 > Attributes:<Type:203 Value:0.032 > Attributes:<Type:121 Value:0.006 > Attributes:<Type:100 Value:0 > Attributes:<Type:0 Value:1.6979855423818582e+08 > Attributes:<Type:206 Value:0.025 > Attributes:<Type:110 Value:0.01 > Attributes:<Type:131 Value:0.02 > Attributes:<Type:132 Value:0.02 > Attributes:<Type:103 Value:0.036 > Attributes:<Type:124 Value:0.36 > Attributes:<Type:122 Value:0.03 > Attributes:<Type:134 Value:0.035 > Attributes:<Type:133 Value:0.045 > Attributes:<Type:117 Value:0.05 > Attributes:<Type:14 Value:0.03 > Attributes:<Type:127 Value:0.02 > Attributes:<Type:204 Value:0.02 > Attributes:<Type:102 Value:0.036 > Attributes:<Type:114 Value:0.05 > Attributes:<Type:207 Value:0.175 > Attributes:<Type:101 Value:0.0072 > Attributes:<Type:113 Value:0.05 > Attributes:<Type:104 Value:0.043 > Attributes:<Type:119 Value:0.006 > CreateTime:1735676309 AltarCellID:6 Skin:0 SubStar:0 Awake:0 > heroList:<HeroUid:""FHNDJUR6P3F"" HeroID:3 Star:10 Grade:0 Level:1 Seat:2 Force:2348907331 Attributes:<Type:117 Value:0.05 > Attributes:<Type:110 Value:0.01 > Attributes:<Type:130 Value:0.02 > Attr",2025-04-03 02:15:08
PF87ND8O21V2C,864,"infoList:<PlanID:14 HeroUidList:""FHNDUU8QW5F"" HeroUidList:""FHNDAFL1HBC"" HeroUidList:""FHND827SQTC"" HeroUidList:""FHNDJ16ENPC"" HeroUidList:""FHNDEY22OHC"" > isInit:false ",2025-04-03 02:45:52
GAPNDTMOOMXC,864,"infoList:<PlanID:14 HeroUidList:""FHNDUU8QW5F"" HeroUidList:""FHNDAFL1HBC"" HeroUidList:""FHND827SQTC"" HeroUidList:""FHNDJ16ENPC"" HeroUidList:""FHNDT2YE8IC"" > isInit:false ",2025-04-03 02:46:12
PFKQNDY3YSKUC,864,"infoList:<PlanID:17 HeroUidList:""FHNDTNXXQNC"" HeroUidList:""FHNDT2YE8IC"" HeroUidList:""FHNDUFKUMFC"" HeroUidList:""FHNDTNFGABF"" HeroUidList:""FHNDTUYGLPC"" WallSkillList:6000 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:14 HeroUidList:""FHNDUU8QW5F"" HeroUidList:""FHNDAFL1HBC"" HeroUidList:""FHND827SQTC"" HeroUidList:""FHNDJ16ENPC"" HeroUidList:""FHNDT2YE8IC"" > infoList:<PlanID:4 HeroUidList:""FHNDTYNVB4C"" HeroUidList:""FHNDUYJ7F1C"" HeroUidList:""FHND4FRZG4C"" HeroUidList:""FHND827SQTC"" HeroUidList:""FHNDJ16ENPC"" heroList:<HeroUid:""FHNDTYNVB4C"" HeroID:44 Star:13 Grade:0 Level:1 Seat:1 Force:10007250190 Attributes:<Type:121 Value:0.0622 > Attributes:<Type:123 Value:0.113 > Attributes:<Type:132 Value:0.166 > Attributes:<Type:104 Value:0.21500000000000002 > Attributes:<Type:103 Value:0.1634 > Attributes:<Type:105 Value:0.127 > Attributes:<Type:204 Value:0.06 > Attributes:<Type:122 Value:0.11800000000000001 > Attributes:<Type:120 Value:0.06 > Attributes:<Type:202 Value:0.049 > Attributes:<Type:102 Value:0.182 > Attributes:<Type:128 Value:0.03 > Attributes:<Type:100 Value:0.05 > Attributes:<Type:14 Value:0.03 > Attributes:<Type:1 Value:5.104156890711247e+09 > Attributes:<Type:206 Value:0.02 > Attributes:<Type:114 Value:0.18000000000000002 > Attributes:<Type:117 Value:0.29200000000000004 > Attributes:<Type:133 Value:0.21300000000000002 > Attributes:<Type:207 Value:0.275 > Attributes:<Type:203 Value:0.049 > Attributes:<Type:118 Value:0.05 > Attributes:<Type:0 Value:6.128866586808211e+08 > Attributes:<Type:131 Value:0.174 > Attributes:<Type:205 Value:0.1 > Attributes:<Type:101 Value:0.098 > Attributes:<Type:116 Value:0.28300000000000003 > Attributes:<Type:127 Value:0.044 > Attributes:<Type:113 Value:0.23199999999999998 > Attributes:<Type:124 Value:0.52 > Attributes:<Type:119 Value:0.11460000000000001 > Attributes:<Type:110 Value:0.018 > Attributes:<Type:130 Value:0.166 > Attributes:<Type:115 Value:0.236 > Attributes:<Type:134 Value:0.184 > CreateTime:1732294393 AltarCellID:2 Skin:4402 SubStar:0 Awake:0 > heroList:<HeroUid:""FHNDUYJ7F1C""",2025-04-03 02:47:51
PFBUNDZSASQ2C,857,"infoList:<PlanID:1 HeroUidList:""FHNDIF47WZC"" HeroUidList:""FHNDH8IFBMG"" HeroUidList:""FHND8JM0UWC"" HeroUidList:""FHNDI587NPC"" HeroUidList:""FHNDJU9PONC"" > infoList:<PlanID:2 HeroUidList:""FHND8JM0UWC"" HeroUidList:""FHNDH8IFBMG"" HeroUidList:""FHNDIF47WZC"" HeroUidList:""FHNDJU9PONC"" HeroUidList:""FHNDI587NPC"" heroList:<HeroUid:""FHNDIF47WZC"" HeroID:34 Star:12 Grade:95 Level:4711 Seat:2 Force:6135563466 Attributes:<Type:131 Value:0.036 > Attributes:<Type:114 Value:0.066 > Attributes:<Type:204 Value:0.03 > Attributes:<Type:103 Value:0.0384 > Attributes:<Type:120 Value:0.054 > Attributes:<Type:202 Value:0.049 > Attributes:<Type:117 Value:0.054 > Attributes:<Type:121 Value:0.0108 > Attributes:<Type:14 Value:0.02 > Attributes:<Type:132 Value:0.036 > Attributes:<Type:207 Value:0.125 > Attributes:<Type:205 Value:0.15 > Attributes:<Type:116 Value:0.08299999999999999 > Attributes:<Type:133 Value:0.05 > Attributes:<Type:113 Value:0.066 > Attributes:<Type:101 Value:0.0108 > Attributes:<Type:134 Value:0.055999999999999994 > Attributes:<Type:203 Value:0.0575 > Attributes:<Type:206 Value:0.01 > Attributes:<Type:104 Value:0.043 > Attributes:<Type:115 Value:0.054 > Attributes:<Type:128 Value:0.014 > Attributes:<Type:105 Value:0.043 > Attributes:<Type:122 Value:0.045 > Attributes:<Type:127 Value:0.04 > Attributes:<Type:119 Value:0.0108 > Attributes:<Type:124 Value:0.44 > Attributes:<Type:102 Value:0.054 > Attributes:<Type:0 Value:4.326000985047551e+08 > Attributes:<Type:110 Value:0.012 > Attributes:<Type:1 Value:2.6747626589194384e+09 > Attributes:<Type:123 Value:0.024 > CreateTime:1733676273 AltarCellID:0 Skin:0 SubStar:0 Awake:0 > heroList:<HeroUid:""FHNDJU9PONC"" HeroID:91 Star:7 Grade:85 Level:4200 Seat:3 Force:4355447064 Attributes:<Type:105 Value:0.043 > Attributes:<Type:123 Value:0.024 > Attributes:<Type:131 Value:0.036 > Attributes:<Type:1 Value:1.969452024436378e+09 > Attributes:<Type:115 Value:0.054 > Attributes:<Type:122 Value:0.045 > Attributes:<Type:206 Value:0.01 > Attributes:<Type:113 Value:0.066 > Attributes:<Type:132 Value:0.0",2025-04-03 03:28:40
GV3NDIF0N7IC,1127,"infoList:<PlanID:16 HeroUidList:""FHND6YYR2BG"" HeroUidList:""FHNDINDDCVC"" HeroUidList:""FHNDAKFT2CF0"" HeroUidList:""FHNDID4721C"" HeroUidList:""FHND62LOSK0"" WallSkillList:6010 WallSkillList:6001 WallSkillList:6000 > infoList:<PlanID:12 HeroUidList:""FHNDI2EZNPC"" HeroUidList:""FHND9MKBAWC"" HeroUidList:""FHNDJU9MT9C"" HeroUidList:""FHNDINDDCVC"" HeroUidList:""FHNDYM54L5C"" WallSkillList:6000 WallSkillList:6014 WallSkillList:6010 > infoList:<PlanID:13 HeroUidList:""FHND6YYR2BG"" HeroUidList:""FHNDIUZ8MQG"" HeroUidList:""FHNDAKFT2CF0"" HeroUidList:""FHNDJM7ER9C"" HeroUidList:""FHNDID4721C"" WallSkillList:6020 WallSkillList:6021 WallSkillList:6023 > infoList:<PlanID:3 HeroUidList:""FHNDI2EZNPC"" HeroUidList:""FHNDYM54L5C"" HeroUidList:""FHNDBF4WMFC"" HeroUidList:""FHNDINDDCVC"" HeroUidList:""FHND5VVD2SC"" heroList:<HeroUid:""FHNDI2EZNPC"" HeroID:34 Star:16 Grade:134 Level:6650 Seat:1 Force:16573662816 Attributes:<Type:130 Value:0.066 > Attributes:<Type:120 Value:0.072 > Attributes:<Type:121 Value:0.0132 > Attributes:<Type:104 Value:0.043 > Attributes:<Type:101 Value:0.067 > Attributes:<Type:123 Value:0.014 > Attributes:<Type:131 Value:0.07 > Attributes:<Type:115 Value:0.062 > Attributes:<Type:0 Value:1.1675346191823363e+09 > Attributes:<Type:117 Value:0.086 > Attributes:<Type:105 Value:0.046 > Attributes:<Type:206 Value:0.02 > Attributes:<Type:119 Value:0.07300000000000001 > Attributes:<Type:207 Value:0.125 > Attributes:<Type:202 Value:0.0235 > Attributes:<Type:134 Value:0.07 > Attributes:<Type:132 Value:0.07 > Attributes:<Type:113 Value:0.066 > Attributes:<Type:14 Value:0.02 > Attributes:<Type:124 Value:0.7 > Attributes:<Type:103 Value:0.0658 > Attributes:<Type:205 Value:0.125 > Attributes:<Type:110 Value:0.02 > Attributes:<Type:1 Value:7.2333858428033495e+09 > Attributes:<Type:116 Value:0.127 > Attributes:<Type:133 Value:0.081 > Attributes:<Type:122 Value:0.043 > Attributes:<Type:114 Value:0.078 > Attributes:<Type:204 Value:0.04 > Attributes:<Type:102 Value:0.054 > Attributes:<Type:127 Value:0.036 > Attributes:<Type:100 Value:0.15 > Attributes:<Type:1",2025-04-03 04:05:50
F3NPOOQXSRC,1,"infoList:<PlanID:15 HeroUidList:""FHNDFD2UJQF"" HeroUidList:""FHNDFDRUR6D"" HeroUidList:""FHNDM2YE89C"" HeroUidList:""FHNDN8CCBJC"" HeroUidList:""FHNDPU7EG0C"" WallSkillList:6000 WallSkillList:6010 WallSkillList:6001 > infoList:<PlanID:18 HeroUidList:""FHNDBMNUS2C"" HeroUidList:""FHNDFDRUR6D"" HeroUidList:""FHNDV40JNPC"" HeroUidList:""FHNDN8CCBJC"" HeroUidList:""FHNDPU7EG0C"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:11 HeroUidList:""FHNDCDUATHF"" HeroUidList:""FHNDDUVZ3ZF"" HeroUidList:""FHNDCCJEDJG"" HeroUidList:""FHNDRY4WWRC"" HeroUidList:""FHND18MKULC"" heroList:<HeroUid:""FHNDCDUATHF"" HeroID:29 Star:13 Grade:0 Level:1 Seat:1 Force:7402319472 Attributes:<Type:0 Value:4.8592461845065457e+08 > Attributes:<Type:116 Value:0.04 > Attributes:<Type:120 Value:0.048 > Attributes:<Type:130 Value:0.02 > Attributes:<Type:202 Value:0.032 > Attributes:<Type:14 Value:0 > Attributes:<Type:119 Value:0.012 > Attributes:<Type:1 Value:3.5149225249799924e+09 > Attributes:<Type:124 Value:0.52 > Attributes:<Type:105 Value:0.048 > Attributes:<Type:110 Value:0.012 > Attributes:<Type:207 Value:0.05 > Attributes:<Type:133 Value:0.036 > Attributes:<Type:134 Value:0.048 > Attributes:<Type:100 Value:0 > Attributes:<Type:206 Value:0.02 > Attributes:<Type:121 Value:0.0072 > Attributes:<Type:115 Value:0.044 > Attributes:<Type:132 Value:0.024 > Attributes:<Type:123 Value:0.01 > Attributes:<Type:127 Value:0.024 > Attributes:<Type:114 Value:0.05 > Attributes:<Type:102 Value:0.036 > Attributes:<Type:205 Value:0.15 > Attributes:<Type:117 Value:0.052 > Attributes:<Type:128 Value:0.014 > Attributes:<Type:103 Value:0.012 > Attributes:<Type:113 Value:0.052000000000000005 > Attributes:<Type:203 Value:0.015 > Attributes:<Type:131 Value:0.02 > Attributes:<Type:122 Value:0.018 > Attributes:<Type:204 Value:0.015 > Attributes:<Type:101 Value:0.012 > Attributes:<Type:118 Value:0 > Attributes:<Type:104 Value:0.036000000000000004 > CreateTime:1722842259 AltarCellID:7 Skin:0 SubStar:0 Awake:0 > heroList:<HeroUid:""FHNDDUVZ3ZF"" HeroID:36 Star:9 Grade:0 Level:1 Seat:2 ",2025-04-03 04:16:16
PFVRNDQB1WOQC,217,"infoList:<PlanID:1 HeroUidList:""FHNDNDASTFC"" HeroUidList:""FHND4DWCU6C"" HeroUidList:""FHNDNMT2UBF"" HeroUidList:""FHNDX25ISZC"" HeroUidList:""FHNDAD13KFC"" > infoList:<PlanID:8 HeroUidList:""FHNDNDASTFC"" HeroUidList:""FHNDRG9V1AC"" HeroUidList:""FHNDNPCBN0C"" HeroUidList:""FHND4DWCU6C"" HeroUidList:""FHNDX25ISZC"" WallSkillList:6020 WallSkillList:6021 WallSkillList:6030 > infoList:<PlanID:15 HeroUidList:""FHNDNMT2UBF"" HeroUidList:""FHNDNDASTFC"" HeroUidList:""FHNDX25ISZC"" HeroUidList:""FHNDAD13KFC"" HeroUidList:""FHND4DWCU6C"" WallSkillList:6030 WallSkillList:6025 WallSkillList:6023 > infoList:<PlanID:13 HeroUidList:""FHNDM8Q0LIC"" HeroUidList:""FHND13GHAQF"" HeroUidList:""FHNDNH7BA5C"" HeroUidList:""FHND1H3OZ5C"" HeroUidList:""FHNDWCYKAAC"" WallSkillList:6010 WallSkillList:6022 WallSkillList:6023 > infoList:<PlanID:18 HeroUidList:"""" WallSkillList:6014 WallSkillList:6013 WallSkillList:6011 > infoList:<PlanID:3 HeroUidList:""FHNDNDASTFC"" HeroUidList:""FHNDV006SVC"" HeroUidList:""FHND4DWCU6C"" HeroUidList:""FHNDRG9V1AC"" HeroUidList:""FHNDX25ISZC"" heroList:<HeroUid:""FHNDNDASTFC"" HeroID:34 Star:16 Grade:178 Level:8855 Seat:1 Force:89200546304 Attributes:<Type:0 Value:6.26215252252181e+09 > Attributes:<Type:119 Value:0.21000000000000002 > Attributes:<Type:202 Value:0.1 > Attributes:<Type:139 Value:0.037 > Attributes:<Type:140 Value:0.015 > Attributes:<Type:134 Value:0.392 > Attributes:<Type:120 Value:0.15 > Attributes:<Type:130 Value:0.4 > Attributes:<Type:135 Value:0.05 > Attributes:<Type:14 Value:0.03 > Attributes:<Type:104 Value:0.244 > Attributes:<Type:138 Value:0.048 > Attributes:<Type:117 Value:0.4 > Attributes:<Type:204 Value:0.06 > Attributes:<Type:113 Value:0.34 > Attributes:<Type:128 Value:0.022 > Attributes:<Type:145 Value:0.05 > Attributes:<Type:115 Value:0.344 > Attributes:<Type:105 Value:0.21500000000000002 > Attributes:<Type:116 Value:0.42500000000000004 > Attributes:<Type:118 Value:0.25 > Attributes:<Type:131 Value:0.33999999999999997 > Attributes:<Type:127 Value:0.06 > Attributes:<Type:110 Value:0.01 > Attributes:<Type:122 Value:0.2550000000",2025-04-03 06:34:51
GAFNDTMP7TMC,864,"infoList:<PlanID:14 HeroUidList:""FHND5FUQMSC"" HeroUidList:""FHND413IH0C"" HeroUidList:""FHNDIX37Y2C"" HeroUidList:""FHNDTMDPNPC"" HeroUidList:""FHNDI2OAYXC"" > isInit:false ",2025-04-03 07:31:07
G9ENDIBHH8UC,1183,"infoList:<PlanID:14 HeroUidList:""FHNDBORWNPC"" HeroUidList:""FHNDZKDPU2C"" HeroUidList:""FHNDEXN5H5C"" HeroUidList:""FHNDQ2VHCAC"" HeroUidList:""FHND5BR1A3C"" > isInit:false ",2025-04-03 07:31:39
G3INDXSQS19C,516,"infoList:<PlanID:11 HeroUidList:""FHNDVP2CAHC"" HeroUidList:""FHNDAM5ENPC"" HeroUidList:""FHNDXUWR1YC"" HeroUidList:""FHNDX3L19IG"" HeroUidList:""FHND2P8QGQC"" heroList:<HeroUid:""FHNDVP2CAHC"" HeroID:82 Star:9 Grade:0 Level:1 Seat:1 Force:18620242854 Attributes:<Type:206 Value:0.04 > Attributes:<Type:101 Value:0.20640000000000003 > Attributes:<Type:131 Value:0.30000000000000004 > Attributes:<Type:133 Value:0.36000000000000004 > Attributes:<Type:103 Value:0.16 > Attributes:<Type:117 Value:0.35600000000000004 > Attributes:<Type:202 Value:0.066 > Attributes:<Type:104 Value:0.20800000000000002 > Attributes:<Type:128 Value:0.032 > Attributes:<Type:121 Value:0.1956 > Attributes:<Type:114 Value:0.38 > Attributes:<Type:120 Value:0.15 > Attributes:<Type:207 Value:0.175 > Attributes:<Type:124 Value:0.24 > Attributes:<Type:105 Value:0.17700000000000005 > Attributes:<Type:116 Value:0.37700000000000006 > Attributes:<Type:100 Value:0.05 > Attributes:<Type:118 Value:0.15000000000000002 > Attributes:<Type:1 Value:8.509136973133111e+09 > Attributes:<Type:127 Value:0.02 > Attributes:<Type:102 Value:0.108 > Attributes:<Type:134 Value:0.36800000000000005 > Attributes:<Type:115 Value:0.372 > Attributes:<Type:130 Value:0.34400000000000003 > Attributes:<Type:110 Value:0.014 > Attributes:<Type:135 Value:0.05 > Attributes:<Type:145 Value:0.05 > Attributes:<Type:132 Value:0.376 > Attributes:<Type:14 Value:0.03 > Attributes:<Type:205 Value:0.175 > Attributes:<Type:203 Value:0.0915 > Attributes:<Type:122 Value:0.23000000000000004 > Attributes:<Type:113 Value:0.38 > Attributes:<Type:123 Value:0.235 > Attributes:<Type:0 Value:1.2638882314727843e+09 > Attributes:<Type:119 Value:0.16 > Attributes:<Type:204 Value:0.05 > CreateTime:1741567337 AltarCellID:18 Skin:0 SubStar:0 Awake:0 > heroList:<HeroUid:""FHNDAM5ENPC"" HeroID:92 Star:9 Grade:0 Level:1 Seat:2 Force:19607715618 Attributes:<Type:114 Value:0.38 > Attributes:<Type:135 Value:0.05 > Attributes:<Type:0 Value:1.3269652244138465e+09 > Attributes:<Type:1 Value:8.991993793002073e+09 > Attributes:<Type:119 ",2025-04-03 07:34:22
GK0ND3WNLBXC,797,"infoList:<PlanID:14 HeroUidList:""FHNDTM40GJC"" HeroUidList:""FHND32WQ29G"" HeroUidList:""FHND32HABRF"" HeroUidList:""FHNDZ3PJNPC"" HeroUidList:""FHNDI2YMYTC"" > isInit:false ",2025-04-03 07:35:50
GGUNDD5K6LFC,70,"infoList:<PlanID:14 HeroUidList:""FHND0TEX3ZG"" HeroUidList:""FHND0YT6REF"" HeroUidList:""FHNDD80X3WC"" HeroUidList:""FHNDDHSWAJF"" HeroUidList:""FHND11FHCAC"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:1 HeroUidList:""FHNDA2BP7ZC"" HeroUidList:""FHND0TEX3ZG"" HeroUidList:""FHNDVSSUD2C"" HeroUidList:""FHND426ASGC"" HeroUidList:""FHND11FHCAC"" > infoList:<PlanID:7 HeroUidList:""FHNDA2BP7ZC"" HeroUidList:""FHND11FHCAC"" HeroUidList:""FHND426ASGC"" HeroUidList:""FHND0TEX3ZG"" HeroUidList:""FHND0YT6REF"" WallSkillList:6021 WallSkillList:6023 WallSkillList:6000 > infoList:<PlanID:17 HeroUidList:""FHNDMMIU2UC"" HeroUidList:""FHNDD808NPC"" HeroUidList:""FHNDM90VTYC"" HeroUidList:""FHNDD80X3WC"" HeroUidList:""FHNDDAGQ0CC"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:13 HeroUidList:""FHND0YT6REF"" HeroUidList:""FHNDDHSWAJF"" HeroUidList:""FHNDMMIU2UC"" HeroUidList:""FHNDD808NPC"" HeroUidList:""FHND11FHCAC"" WallSkillList:6023 WallSkillList:0 WallSkillList:6001 > infoList:<PlanID:18 HeroUidList:"""" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:5 HeroUidList:""FHNDVSSUD2C"" HeroUidList:""FHND11FHCAC"" HeroUidList:""FHND426ASGC"" HeroUidList:""FHND0TEX3ZG"" HeroUidList:""FHNDA2BP7ZC"" heroList:<HeroUid:""FHNDVSSUD2C"" HeroID:82 Star:8 Grade:143 Level:7139 Seat:1 Force:11054729878 Attributes:<Type:117 Value:0.266 > Attributes:<Type:132 Value:0.276 > Attributes:<Type:203 Value:0.0235 > Attributes:<Type:124 Value:0.18 > Attributes:<Type:1 Value:5.598845019338302e+09 > Attributes:<Type:130 Value:0.306 > Attributes:<Type:131 Value:0.286 > Attributes:<Type:118 Value:0 > Attributes:<Type:14 Value:0.02 > Attributes:<Type:0 Value:6.81985604865666e+08 > Attributes:<Type:104 Value:0.193 > Attributes:<Type:206 Value:0.01 > Attributes:<Type:100 Value:0 > Attributes:<Type:114 Value:0.278 > Attributes:<Type:134 Value:0.257 > Attributes:<Type:103 Value:0.1456 > Attributes:<Type:202 Value:0.032 > Attributes:<Type:121 Value:0.0956 > Attributes:<Type:116 Value:0.28 > Attributes:<Type:133 Value:0.27 > Attributes:<Type:123 Value:0.118 > Att",2025-04-03 07:37:03
PFFXND5GI9PUC,1342,"infoList:<PlanID:7 HeroUidList:""FHNDHFBK2MC"" HeroUidList:""FHNDBNAX08C"" HeroUidList:""FHND827L84C"" HeroUidList:""FHNDAG696ZC"" HeroUidList:""FHNDH94PWWC"" WallSkillList:6010 WallSkillList:6014 WallSkillList:6020 > infoList:<PlanID:11 HeroUidList:""FHND5MQO2KC"" HeroUidList:""FHND5UVR8RC"" HeroUidList:""FHND5NPCFSC"" HeroUidList:""FHND5NQVSSC"" HeroUidList:""FHND526QTMC"" heroList:<HeroUid:""FHND5MQO2KC"" HeroID:14 Star:7 Grade:0 Level:1 Seat:1 Force:549398058 Attributes:<Type:0 Value:3.658286804796142e+07 > Attributes:<Type:1 Value:2.5673511433130178e+08 > Attributes:<Type:115 Value:0.054 > Attributes:<Type:134 Value:0.03 > Attributes:<Type:101 Value:0.03 > Attributes:<Type:131 Value:0.02 > Attributes:<Type:103 Value:0.036 > Attributes:<Type:207 Value:0.05 > Attributes:<Type:105 Value:0.015 > Attributes:<Type:104 Value:0.035 > Attributes:<Type:133 Value:0.05 > Attributes:<Type:202 Value:0.015 > Attributes:<Type:117 Value:0.054 > Attributes:<Type:123 Value:0.01 > Attributes:<Type:205 Value:0.05 > Attributes:<Type:110 Value:0.01 > Attributes:<Type:113 Value:0.05 > Attributes:<Type:121 Value:0.006 > Attributes:<Type:114 Value:0.05 > Attributes:<Type:132 Value:0.02 > Attributes:<Type:124 Value:0.12 > Attributes:<Type:102 Value:0.03 > Attributes:<Type:122 Value:0.025 > Attributes:<Type:130 Value:0.03 > Attributes:<Type:118 Value:0 > Attributes:<Type:203 Value:0.032 > Attributes:<Type:120 Value:0.03 > Attributes:<Type:14 Value:0 > Attributes:<Type:116 Value:0.07 > Attributes:<Type:204 Value:0.01 > Attributes:<Type:100 Value:0 > CreateTime:1734975760 AltarCellID:7 Skin:0 SubStar:0 Awake:0 > heroList:<HeroUid:""FHND5UVR8RC"" HeroID:13 Star:7 Grade:0 Level:1 Seat:2 Force:538815767 Attributes:<Type:101 Value:0.03 > Attributes:<Type:117 Value:0.054 > Attributes:<Type:204 Value:0.01 > Attributes:<Type:203 Value:0.032 > Attributes:<Type:103 Value:0.036 > Attributes:<Type:134 Value:0.03 > Attributes:<Type:1 Value:2.5165349069238514e+08 > Attributes:<Type:131 Value:0.02 > Attributes:<Type:102 Value:0.03 > Attributes:<Type:115 Value:0.054 > Attribu",2025-04-03 07:37:34
GYJNDUYPZEFC,990,"infoList:<PlanID:14 HeroUidList:""FHND4FSU34C"" HeroUidList:""FHNDUYJT2AG"" HeroUidList:""FHND4MNUCIC"" HeroUidList:""FHND4862PFC"" HeroUidList:""FHND4RFYCTF"" WallSkillList:0 WallSkillList:0 WallSkillList:0 > infoList:<PlanID:1 HeroUidList:""FHND5SNME8C"" HeroUidList:""FHNDYGMPVQC"" HeroUidList:""FHND72ZKNPC"" HeroUidList:""FHNDHUZZ6RC"" HeroUidList:""FHNDIKFODPC"" > infoList:<PlanID:5 HeroUidList:""FHND72ZKNPC"" HeroUidList:""FHNDHUZZ6RC"" HeroUidList:""FHNDIKFODPC"" HeroUidList:""FHND5SNME8C"" HeroUidList:""FHNDYGMPVQC"" heroList:<HeroUid:""FHND72ZKNPC"" HeroID:36 Star:7 Grade:61 Level:3000 Seat:1 Force:1680888488 Attributes:<Type:115 Value:0.22 > Attributes:<Type:119 Value:0.08600000000000001 > Attributes:<Type:132 Value:0.15 > Attributes:<Type:1 Value:8.323480176765914e+08 > Attributes:<Type:113 Value:0.23600000000000002 > Attributes:<Type:123 Value:0.1 > Attributes:<Type:118 Value:0 > Attributes:<Type:124 Value:0.12 > Attributes:<Type:131 Value:0.178 > Attributes:<Type:130 Value:0.15 > Attributes:<Type:102 Value:0.06 > Attributes:<Type:122 Value:0.11699999999999999 > Attributes:<Type:128 Value:0.022 > Attributes:<Type:105 Value:0.11699999999999999 > Attributes:<Type:14 Value:0 > Attributes:<Type:120 Value:0.042 > Attributes:<Type:100 Value:0 > Attributes:<Type:0 Value:1.0606755889970413e+08 > Attributes:<Type:117 Value:0.244 > Attributes:<Type:104 Value:0.197 > Attributes:<Type:103 Value:0.1456 > Attributes:<Type:134 Value:0.15 > Attributes:<Type:121 Value:0.0372 > Attributes:<Type:114 Value:0.24000000000000002 > Attributes:<Type:133 Value:0.198 > Attributes:<Type:101 Value:0.1004 > Attributes:<Type:127 Value:0.024 > Attributes:<Type:116 Value:0.271 > CreateTime:1738686608 AltarCellID:0 Skin:0 SubStar:0 Awake:0 > heroList:<HeroUid:""FHNDHUZZ6RC"" HeroID:91 Star:5 Grade:61 Level:3000 Seat:2 Force:1723178160 Attributes:<Type:0 Value:1.0883089312683454e+08 > Attributes:<Type:113 Value:0.23600000000000002 > Attributes:<Type:127 Value:0.024 > Attributes:<Type:101 Value:0.1004 > Attributes:<Type:124 Value:0 > Attributes:<Type:130 Value:0.15 > Att",2025-04-03 07:37:55
